2020-04-12 15:41:19.177278,[SensorTarget(xPosCm=-33.52993507382629, yPosCm=-3.0455187979997245, zPosCm=178.24262697340444, amplitude=0.0018681915977018912), SensorTarget(xPosCm=7.002367501855564, yPosCm=-104.99091850491014, zPosCm=60.61653506127595, amplitude=0.0013511459079870664), SensorTarget(xPosCm=10.565001418023256, yPosCm=104.3654098087019, zPosCm=60.25539744713967, amplitude=0.0013083656162750452)],Walk
2020-04-12 15:41:19.242339,[SensorTarget(xPosCm=-33.07187455079928, yPosCm=-2.8885830805073143, zPosCm=178.24619207506817, amplitude=0.0018789293750872784), SensorTarget(xPosCm=6.570934047906355, yPosCm=-105.00882102188027, zPosCm=60.62687108426782, amplitude=0.0013648553267167803), SensorTarget(xPosCm=10.855607918629497, yPosCm=104.34758591081246, zPosCm=60.24510681489519, amplitude=0.001315328776072959)],Walk
2020-04-12 15:41:19.320412,[SensorTarget(xPosCm=-36.24082319181371, yPosCm=-2.627758152396515, zPosCm=177.68310278677123, amplitude=0.0018649423950703257), SensorTarget(xPosCm=26.28285078904527, yPosCm=-84.94750911794607, zPosCm=49.04446725623436, amplitude=0.0013544611927745994), SensorTarget(xPosCm=8.112516316981749, yPosCm=104.43042257503362, zPosCm=60.292932585282045, amplitude=0.0013658572398715268)],Walk
2020-04-12 15:41:19.392479,[SensorTarget(xPosCm=-33.952598065166036, yPosCm=-2.847931600498477, zPosCm=178.1094932894441, amplitude=0.0018964287111621092), SensorTarget(xPosCm=26.29987212140326, yPosCm=-85.00252292893961, zPosCm=49.07622949482063, amplitude=0.0014287326071903662), SensorTarget(xPosCm=8.729862440463386, yPosCm=104.38999564766114, zPosCm=60.26959208788103, amplitude=0.0013845281704807702)],Walk
2020-04-12 15:41:19.459541,[SensorTarget(xPosCm=-29.619100144368577, yPosCm=-3.179982086382347, zPosCm=178.98118645935872, amplitude=0.0018506512244823232), SensorTarget(xPosCm=26.35764983651144, yPosCm=-85.1892634397145, zPosCm=49.18404417898512, amplitude=0.0015912070491986457), SensorTarget(xPosCm=9.159466485808302, yPosCm=104.3440320591093, zPosCm=60.24305499765771, amplitude=0.0014486701259697604)],Walk
2020-04-12 15:41:19.524602,[SensorTarget(xPosCm=-26.456092623643592, yPosCm=-0.1716089784224914, zPosCm=179.62095635854848, amplitude=0.0018223150507157722), SensorTarget(xPosCm=26.381117221954515, yPosCm=-85.26511122178732, zPosCm=49.2278349163823, amplitude=0.0017280688695432017), SensorTarget(xPosCm=8.193599403869415, yPosCm=104.44719103354976, zPosCm=60.30261385932023, amplitude=0.001463016690057013)],Walk
2020-04-12 15:41:19.589663,[SensorTarget(xPosCm=-39.42429779159472, yPosCm=-79.68740342902187, zPosCm=176.91704971081776, amplitude=0.0019157532491689347), SensorTarget(xPosCm=18.44890729364213, yPosCm=-86.56414154881075, zPosCm=49.97783042537477, amplitude=0.0015709825331998602), SensorTarget(xPosCm=6.20848068289167, yPosCm=169.18517018292965, zPosCm=97.6791035480071, amplitude=0.0015776577624058929)],Walk
2020-04-12 15:41:19.654724,[SensorTarget(xPosCm=-26.933768492805644, yPosCm=0.9372457819397844, zPosCm=179.5434765732837, amplitude=0.0018466097300839069), SensorTarget(xPosCm=5.301407927104284, yPosCm=103.4254619703334, zPosCm=59.7127183096334, amplitude=0.0013126865841516305), SensorTarget(xPosCm=6.363739374375513, yPosCm=-87.67611800435652, zPosCm=50.61983033131665, amplitude=0.0012563312409916718)],Walk
2020-04-12 15:41:19.719784,[SensorTarget(xPosCm=-24.443247163043587, yPosCm=-2.8339746875448317, zPosCm=179.74263582591635, amplitude=0.0018585678591860396), SensorTarget(xPosCm=6.14379183053139, yPosCm=103.71065303962648, zPosCm=59.877373450260244, amplitude=0.0013891449254745814), SensorTarget(xPosCm=-0.46435201542776505, yPosCm=-44.2786754377748, zPosCm=25.56430518335936, amplitude=0.0010414848699128727)],Walk
2020-04-12 15:41:19.783844,[SensorTarget(xPosCm=-23.529122015195732, yPosCm=1.395885912835876, zPosCm=180.1560297132283, amplitude=0.0019786259189326287), SensorTarget(xPosCm=8.627323646603413, yPosCm=103.65167501391315, zPosCm=59.84332247123838, amplitude=0.0012524876918975367), SensorTarget(xPosCm=-6.77574280941439, yPosCm=-74.49586154239451, zPosCm=43.01020571501457, amplitude=0.001211123224720349)],Walk
2020-04-12 15:41:19.847904,[SensorTarget(xPosCm=-25.871357610627744, yPosCm=1.1277786232946705, zPosCm=179.89241665027683, amplitude=0.001940524352943685), SensorTarget(xPosCm=7.01046966781554, yPosCm=103.24480684743386, zPosCm=59.608417025796875, amplitude=0.0013910519262346288), SensorTarget(xPosCm=-0.621404630662509, yPosCm=-74.14233576786795, zPosCm=42.8060975139262, amplitude=0.0012963980921622288)],Walk
2020-04-12 15:41:19.916968,[SensorTarget(xPosCm=-46.90583038233173, yPosCm=-2.8081304093832986, zPosCm=175.03241750478426, amplitude=0.0018681150515248832), SensorTarget(xPosCm=0.20327880933690454, yPosCm=43.615543551873294, zPosCm=25.181445810525897, amplitude=0.0011111499803339612), SensorTarget(xPosCm=-0.5174845016733689, yPosCm=-44.36987149053698, zPosCm=25.616957248970635, amplitude=0.001051301987498701)],Walk
